fulcrum_id,parcel_no,prop_add,prop_type_name,genprop,condition,comments,x,y,photo1,photo2,photo3,photo4,var,value
cf659ce6-fb4b-4cd4-bfe8-72206c91b31a,OC150040002,207 E PINE ST,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2485805079341,31.6074355071906,"5e25a553-5697-455c-80b2-0ec06eb11f1b,d67fd374-a2cc-4d80-8939-2754161cb000",blank,blank,blank,exterior,ext_good
b1d31cf5-cda6-41f9-b3bd-b9196a0de8ac,OC150040006,215 E PINE ST,"Single family home, detached garage",Occupied   ,sound,blank,-83.2481852173805,31.6074180891937,"f35c1c19-5341-46b3-a308-35085468022f,b211d55a-a0ba-42e0-84d9-603d8524632c",blank,blank,blank,exterior,ext_good
b2fa48ac-2b5c-48af-bffc-13cfa9a8ef6c,OC150050015,301 E PINE ST,"Single family home, detached garage",Occupied   ,well maintained,blank,-83.2475290820003,31.6074012422755,"1b6e8646-8199-45e2-9a3c-c00d24f8ea8a,4dcdaf28-11a0-46e6-9699-8a2e3776f232",blank,blank,blank,exterior,ext_good
5d4e23df-8c25-406e-87fb-68c4e48edc38,OC150050018,1005 N ELM ST,"Single family home, no garage",Occupied   ,sound,blank,-83.24726574,31.60683289,"56420821-aaa4-487b-927b-99091af61a78,7a8d7f83-bac1-4046-a2fd-a298f8a36407",blank,blank,blank,exterior,ext_cracked
e7c4ba19-c307-427b-b8ad-f1bf3e349f0f,OC150080037,401 E PINE ST,Mobile home,Occupied   ,sound,Lots stuff in the yard,-83.2464213296771,31.6070386044846,"f5daf6b4-d0b4-4777-b20c-8620e3a56d44,73838bfe-7adf-4c7a-bb4e-d32fb9cc71a5",blank,blank,blank,exterior,ext_repaint
1826bf83-93a3-4ac6-a9c6-eb65e1170759,OC150080039,411 E PINE ST,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2459050044417,31.6072236355969,"2aed2d4d-8219-4727-99c5-1cee4ccae23b,9e269677-e66a-445a-a4b1-09139422e9f1",blank,blank,blank,exterior,ext_good
1ed2afc3-6c81-446d-9ea1-941408a015d1,OC150090052,501 E PINE ST,"Single family home, no garage",Occupied   ,sound,blank,-83.2452408224344,31.6073378521493,"ac2cc485-a49a-4353-9c4c-b3ba1e7b01d2,3cdd370a-8a59-47e0-bbb9-19851f7ae909",blank,blank,blank,exterior,ext_repaint
d4f2ea7f-f7ac-4077-9a1a-5df028735917,OC150040007,1010 N ELM ST,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24819436,31.6071467,"10895dc0-9dda-4557-a9ee-6c3737ccc54a,1d0c5472-f6d3-4c37-a6fe-0563856e3fae",blank,blank,blank,exterior,ext_good
1dfe878e-613d-421f-bc5b-92234da771c9,OC150050016,1009 N ELM ST,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.24753967,31.60712515,"12db038e-cc6a-4a38-a2b2-b5c3c81fa0f8,d1c472da-9d75-4091-a21b-4780a6113706",blank,blank,blank,exterior,ext_good
22119ed5-26fc-438e-b443-f185f590af3f,OC15012009500C,906 UNION ST,Vacant,Occupied   ,well maintained,blank,-83.24365159,31.60601561,"2c9391fe-8416-4968-999d-66374a78a6fe,557fcd53-7918-428b-87d6-fa8ab999ae5e",blank,blank,blank,exterior,ext_repaint
e69d3afa-534b-46be-bd5e-f811797babf6,OC210160013,903 N LINCOLN ST,Mobile home,Occupied   ,well maintained,blank,-83.2419041,31.60549786,"5ef119e4-6804-46db-8317-7bcba0207e8a,c954ad19-d7e8-47fd-aa78-f666a2c7dca1",blank,blank,blank,exterior,ext_good
4fc9ce62-b47a-4a54-809a-f8bf7176eee1,OC150080046,400 WATSON RD,Mobile home,Occupied   ,well maintained,blank,-83.24647847,31.60550809,"f3decb0c-5223-435b-8310-4531f02c0d09,f20e0f62-d695-46d2-9f07-a88596965ff0",blank,blank,blank,exterior,ext_good
5ebf3ad1-7b2b-4383-b264-4535edda971d,OC210170020,0,Vacant, Unoccupied  ,well maintained,blank,-83.24107582,31.60540708,"806bba11-192d-4bd3-bc0e-66759cc7af92,3b1b6e89-07a8-4d62-8fde-1200cf33bd87",blank,blank,blank,exterior,ext_good
4c3d7b54-bd5b-4807-8639-0ef979c2213c,OC1501200950AA,900 N UNION ST,"Single family home, attached garage",Occupied   ,sound,Mobile home with built on 2 story structure.,-83.2436744123697,31.6054064313996,"b01ec966-20bc-4abb-9ffe-25f41569d1f3,5ef41a9c-b679-4bf6-a960-748a55ae6c40",blank,blank,blank,exterior,ext_good
6741aec6-bc7b-45eb-90f3-b3a55ae316b7,OC210160014,901 N LINCOLN ST,Mobile home,Occupied   ,well maintained,blank,-83.24190116,31.60529689,"eece4a6d-6681-46b7-985f-d7b78e042ef3,80ed8db5-6220-48f1-bdee-30c8b7348265",blank,blank,blank,exterior,ext_good
9f84fb27-889f-4005-be78-192514cc36fd,OC15   010800C,112 HARRIS ST,Mobile home,Occupied   ,sound,blank,-83.2430052012205,31.6049966703676,"72d4e0a1-41b7-4b07-af1e-bc7d8fc4a634,48b74536-113f-4281-8feb-167e117e6c00,4c29e2bc-8a41-4d20-9648-a687bc1c034d",blank,blank,blank,exterior,ext_good
9e0e51bd-21cb-41c1-bce9-6b78ea09b0e7,OC150200067,807 N CARVER,Mobile home,Occupied   ,sound,blank,-83.24606482,31.60499659,"f76837c2-2825-466e-8f55-76dc9d482db5,3dcce586-895e-4044-83af-cbe4dbb053f3",blank,blank,blank,exterior,ext_repaint
37efadc9-cb10-4ce6-b97c-5a5de5781c0d,OC21   0027,0 WELDON DR,"Single family home, no garage", Unoccupied  ,moderate rehabilitation needed,blank,-83.2396350055933,31.6049872472704,"3499003d-5855-4bed-a31d-9a23ab2f90aa,12289a87-9147-4b22-bc56-cf5f83a03b92",blank,blank,blank,exterior,ext_repaint
46ba2619-40af-4cdb-b971-7a1065234271,OC21   0028,810 WELDON DR,Mobile home,Occupied   ,sound,blank,-83.2398425415158,31.6044855373542,"16607876-7232-4daa-83a0-a7be1982eeed,e724b595-9ad6-4b51-872d-21f7845fe346",blank,blank,blank,exterior,ext_cracked
e43240c2-a3bf-4ba6-9296-984960170dd4,OC15   010800G,111 HARRIS ST,Mobile home,Occupied   ,sound,blank,-83.2430058717728,31.6044358516491,"675e772e-afa5-4e20-92d9-eba11075c87e,33899a06-d4ac-4a84-8c4a-2ddf96ba736e,69924f7e-dbaf-4a6b-bcaa-f717a40721e1",blank,blank,blank,exterior,ext_cracked
2d1f613f-b9d8-4927-bddb-f4756d3fb8b3,OC15   010800E,105 HARRIS ST,NA,Occupied   ,well maintained,blank,-83.2438561320305,31.6043915913722,"d2d1873d-71eb-4611-ad6a-ab7e8af99b75,e4d1a1c0-0939-4723-86e0-c2aec664ce74",blank,blank,blank,exterior,ext_good
e1d7475a-aecc-4fde-9643-0ce3df3df597,OC150040009,1004 N ELM ST,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.24820807,31.60668703,"0b1dbdc9-93ae-4168-b421-dfc835164c2d,67a8a4db-7315-42c5-b607-9ec7bbc46e20",blank,blank,blank,exterior,ext_cracked
5b9fd3f7-f90c-4530-a143-63f6869b3ebb,OC211320037,709 N LINCOLN ST,"Single family home, no garage",Occupied   ,well maintained,blank,-83.2417948544025,31.6025192196159,"514d3143-b0aa-4f7f-bc52-38077e17723d,b820b477-ea98-46d6-bcab-82cdd1ba776f",blank,blank,blank,exterior,ext_good
84b24b65-48b8-479f-84ef-cf8b97be6490,OC221330006,902 E TENTH STREET,"Single family home, no garage",Occupied   ,minor repairs needed,blank,-83.23936608,31.60212213,"120d0d6f-de7b-4b4a-90cd-97639cf76316,612ba78c-8b87-48ab-a0a6-d00acfb2630c",blank,blank,blank,exterior,ext_repaint
d57eb2ac-9b51-432f-a550-8e88577080ae,OC100050002,612 N ALDER ST,Mobile home,Occupied   ,well maintained,blank,-83.25320191,31.60220303,"d7ca792b-02c8-4498-88a3-81848d0eb848,b74415e7-329d-4405-9f81-b12298ef815d",blank,blank,blank,exterior,ext_good
3c211746-a5b9-48a7-b1cb-9fdf3758a89f,OC221320001,604 E TENTH STREET,"Single family home, no garage", Unoccupied  ,moderate rehabilitation needed,blank,-83.24198608,31.60189362,"739f959b-bda4-4717-97ff-e8867ac03016,6bae8c98-b188-4f1d-a1ed-fa96d68595a8",blank,blank,blank,exterior,ext_cracked
208074f4-34bf-47e3-bb5f-ae771fa3bd30,OC22132000100A,606 E TENTH STREET,"Single family home, no garage",Occupied   ,moderate rehabilitation needed,blank,-83.24174224,31.60189355,"979b2878-196d-45d8-adf9-8cf2eb91aefa,d35a4f55-c9b9-441a-b104-06f7b42ba488",blank,blank,blank,exterior,ext_good
94469fe3-488d-42f7-9fb5-48a0044718f2,OC22   0148,1015 E TENTH STREET,"Single family home, attached garage",   Status unknown,sound,blank,-83.2377474,31.60166356,"5bdb5630-408a-4718-825b-677ec45bd8ad,b715d061-1bab-4062-9ef2-21623e40009d",blank,blank,blank,exterior,ext_good
d13fde90-ccd3-412f-8e2f-7e1c0637f0d2,OC22   0147,1013 E TENTH STREET,"Single family home, no garage",Occupied   ,minor repairs needed,blank,-83.2380076,31.60163944,"00e78287-bcb4-41ec-865c-2928b52b63a1,9e113fd0-d9d2-4b47-b293-b9ed2b84378d",blank,blank,blank,exterior,ext_repaint
2ee414ca-a0f2-48ee-9898-da634d26e480,OC22   0146,617 FIELDSTONE DR,"Single family home, attached garage",Occupied   ,sound,blank,-83.2383498,31.60168858,"e031839b-c266-4f3c-94ea-8de0acb0b28a,8ce37e70-8780-4228-91c8-a1e505f6d185",blank,blank,blank,exterior,ext_repaint
bf4f0bfc-608d-4c73-9a1f-ef42d4f16b28,OC22   0112,907 E TENTH STREET,"Single family home, no garage",Occupied   ,well maintained,blank,-83.2388615235686,31.6015703122502,"84526e4a-f388-4ba7-8460-a289fe84a7ca,57836002-cb22-41d1-a397-7f57a0a80e2a",blank,blank,blank,exterior,ext_good
b741b3e9-702d-40c2-9b13-4c93f00f2a98,OC22   0111,905 E TENTH STREET,"Single family home, no garage",Occupied   ,sound,blank,-83.2391210272908,31.6015446119463,"5bd783e2-bd5d-49ab-8862-d10af1fa8770,874a45e2-1210-4182-9a9a-3e39bcdb14e8",blank,blank,blank,exterior,ext_repaint
7faaf457-6dad-485a-9a83-52c80d57b40a,OC221280020,619 ROOSEVELT ST,"Single family home, no garage",Occupied   ,moderate rehabilitation needed,blank,-83.2394204288721,31.6016405597113,"5d0c4e49-d459-4059-946a-1c23104fb3b5,1d80d6d5-c553-44a7-867b-27333ae3d712",blank,blank,blank,exterior,ext_repaint
72d627ce-fda6-41a5-980b-64db22226474,OC22   0145,613 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.23836034,31.60146713,"40d95b8f-4fba-44c4-99d6-cea61f42a837,7834d9e2-a0b8-4393-be8f-016a96f04509",blank,blank,blank,exterior,ext_repaint
1af6074b-475e-4996-aa4c-881a8a4a8d12,OC221280021,615 ROOSEVELT ST,"Single family home, no garage", Unoccupied  ,minor repairs needed,blank,-83.239428140223,31.601435242796,"e9db4cd1-04e8-4005-ba65-cee9830ff8a7,93ff8a89-4e63-4b3e-b9d0-bacee04080e1",blank,blank,blank,exterior,ext_repaint
1bc48af4-4b6e-473c-8a81-e40266d76836,OC161300066,0 E ELLIS ST,Mobile home,   Status unknown,minor repairs needed,blank,-83.2436891645193,31.6012853240393,f7021625-6b29-4738-bab5-88123a55561e,blank,blank,blank,exterior,ext_repaint
15155bec-a53f-46ab-bd8a-c9958963e04c,OC161300067,507 E TENTH STREET,Mobile home,   Status unknown,well maintained,blank,-83.2433458417654,31.6014598008931,"fec65c04-fd52-43e8-82df-301f6d1d0c04,ae7fd776-4f3a-45c0-af11-971f268bf6c2",blank,blank,blank,exterior,ext_good
a77e5031-b146-4562-ba59-2c5500c0915e,OC161300076,0 E TENTH STREET,Mobile home,   Status unknown,well maintained,blank,-83.2429894432425,31.6015166271629,0f1d0ce4-798e-45b1-a445-dba2943f38ec,blank,blank,blank,exterior,ext_good
c0c83b16-f4bd-4a2f-bdbf-87a1528a9f45,OC161300077,610 N LINCOLN ST,Mobile home,   Status unknown,minor repairs needed,blank,-83.242998495698,31.6013038854222,"8161d3a5-4404-43a8-9d94-899d837ab03e,71dd27b6-bc9a-4d2d-9c28-f0fa29587ecf,57d9432b-b134-42ae-9759-5b480ee1369f",blank,blank,blank,exterior,ext_cracked
ca8a2b3f-884e-4a74-87ee-58b34ae344df,OC22   0113,608 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.2389825582504,31.6012573391779,"67cb420e-3eb3-4fa9-bb48-928e9e78efaa,2fd956b3-7684-45a2-8425-aaab77277d47",blank,blank,blank,exterior,ext_repaint
a4bf7909-68fb-4226-a2f0-88b0d8775dcd,OC22   0144,609 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.23836737,31.60122217,"b283eb23-5064-45b0-a856-65ef12e69b4a,e20f8aa7-2a9b-490b-92a9-36b1ae8dc541",blank,blank,blank,exterior,ext_good
a2f34749-0867-45c1-b6d0-6ac1c4c6f4cd,OC161300068,508 ELLIS ST,Non-residential,Occupied   ,well maintained,blank,-83.2433538883924,31.6011790957456,"58fad9ae-dab5-4f64-a76c-8fdb65e68e8c,b0f96ec5-62d8-4f1d-806d-1673456796f0",blank,blank,blank,exterior,ext_good
297d8245-e833-4ead-8cf4-de0776e2094e,OC100460012,523 N ALDER ST,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.2529196515679,31.6011082768157,"1795114f-4a74-47ef-8801-2717ba74f446,0fd24282-dbab-41fb-949f-17f72b621d72",blank,blank,blank,exterior,ext_good
e4df636e-0138-4946-a8cd-5fdae43ad2b3,OC100460013,204 W VALDOSTA AVE,Mobile home,Occupied   ,well maintained,blank,-83.2526071742177,31.6010957121613,"33c6b83c-9064-4cf1-9c45-71699a2bb0c5,e206eecb-acfb-4e52-810d-cf9ccbfe5350,c46e9f31-ccd2-4567-bd88-8b947ca62031",blank,blank,blank,exterior,ext_good
52281b28-c408-4624-859c-592dd924baaa,OC221280025,0 N ROOSEVELT,Vacant,Occupied   ,well maintained,blank,-83.2394348457456,31.6012159329902,"fe911909-50bd-4fb2-b866-8b2e318302e4,687c6434-b38d-4222-bdb3-f2650f65baa7",blank,blank,blank,exterior,one
097edbbb-d4a2-4242-a2f2-8964434475e8,OC100460015,524 N BEECH ST,"Single family home, detached garage",Occupied   ,well maintained,blank,-83.2519862428308,31.6012216441896,"75a416d4-b104-41b6-86f4-bbee892dbb81,5417c86f-3de8-4f95-9c1e-69be48e91546",blank,blank,blank,exterior,ext_good
8f49d784-ff2f-4366-be5a-cfa107f536e4,OC100450022,523 N BEECH ST,"Single family home, detached garage",Occupied   ,well maintained,Also has detached car port,-83.2512301951647,31.6011602487775,"8362decd-1830-4bca-9a4b-546a03df3c22,b7ca524d-8497-4b3d-818f-94808e8e92c3",blank,blank,blank,exterior,ext_good
a5696959-c679-4e69-8ae0-e6813f1992df,OC221280026,609 N ROOSEVELT ST,"Single family home, no garage",Occupied   ,sound,blank,-83.2394378632307,31.6010405989978,"baa081c1-02c9-4cda-a7d9-401689c20134,90da59da-5d29-4759-b722-3734ed5a2cbc",blank,blank,blank,exterior,ext_repaint
349e28d4-e8b2-4d4a-8f62-2160ad3d87cb,OC22   0114,604 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.2389986515045,31.6010111862599,"34d7f82a-890d-47ae-832f-5831f8a57190,b5646e0c-42ff-495c-9067-c743bab57f6a",blank,blank,blank,exterior,ext_repaint
6870b0ff-6a40-41bc-98e6-7a94e9bf223c,OC22   0143,605 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.23837468,31.6009794,"2d379c23-c77b-48fa-a18a-73d4c12e7be5,41862611-b2b9-4e7c-a01f-878bfcd8ce61",blank,blank,blank,exterior,ext_good
9d95b913-283d-4fa8-baa9-5b64b961d2b5,OC161300078,616 N LINCOLN ST,Vacant,   Status unknown,well maintained,blank,-83.2430031895637,31.601071725089,"8ac70a7e-0103-44f7-bb71-0622e3fff834,07918995-d1ff-4549-93da-857eea084bec",blank,blank,blank,exterior,ext_needs_replace
f98eefbe-80f7-43b1-8214-50b844eddbbf,OC100460016,522 N BEECH ST,Mobile home,Occupied   ,sound,Screen door needs to be repaired,-83.2519966363907,31.6008035834672,"00019c9d-16cc-480b-a986-1db4c20da57c,fb9419ce-e6ea-45e4-8b63-011a715c00b8",1e47b6cd-07c0-4136-ab2c-6e4cc229fb04,blank,blank,exterior,ext_good
18f67463-90f5-4fcb-a369-e9b88c61ffcb,OC161300079,608 N LINCOLN ST,"Single family home, attached garage", Unoccupied  ,moderate rehabilitation needed,blank,-83.2430098950863,31.6009103833111,"dfa21b12-9b3d-4010-9023-0a594874c93e,66cc39a8-10f1-4ce3-b64e-fe8daf7b8537,cf6f82d5-d7eb-4a8c-aa5e-881f22ac6d52",blank,blank,blank,exterior,ext_needs_replace
7dd7421d-c1d8-4505-93c1-dc3c13f5f255,OC161300071,503 ELLIS ST,Multifamily,Occupied   ,moderate rehabilitation needed,blank,-83.2439647614956,31.6008167192835,"5a15c652-c798-4291-9866-d8ddfeda8ef7,32696176-9e13-4576-aafb-339d46937806",blank,blank,blank,exterior,ext_repaint
b8cd6b97-dc34-4d87-a018-4d2744473c91,OC161300073,509 ELLIS ST,"Single family home, no garage",Occupied   ,well maintained,blank,-83.2433823868632,31.6008055823959,"4e389254-919d-4802-ad72-024d44f19b3d,78b18d27-6767-437c-adc9-634e0478b600",blank,blank,blank,exterior,ext_good
9cd4d295-892e-4923-9803-a314d5d1dd0e,OC221280047,607 ROOSEVELT ST,"Single family home, detached garage",Occupied   ,sound,blank,-83.2394455745816,31.6007698872344,"3c5c8ee2-7398-47e6-b082-38b9ef953fb3,ce7df768-5fde-4428-b607-ca25e298e1af",blank,blank,blank,exterior,ext_good
04d5f80d-5700-465b-95eb-603748fbd086,OC100450023,517 N BEECH ST,"Single family home, no garage",   ,sound,blank,-83.2512372359634,31.6008992464347,"b7bce180-e8a4-4c4a-9f8b-6e50edeed996,53c3c9b9-eb91-443e-adcc-db9ee10ecfb7",blank,blank,blank,exterior,ext_cracked
e2c29424-626c-47c8-b669-ea647dd9ec7a,OC22   0115,600 FIELDSTONE DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2390030100942,31.600765603814,"f52c3f51-bf4b-4088-a61f-55142aa62352,54b56003-3251-4baf-a8d9-e9832ba5f5f9",blank,blank,blank,exterior,ext_good
fca7d0f3-3a11-47d7-8285-945de4eb7d9a,OC22   0142,601 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.23837958,31.60073444,"ba395060-9957-4b3e-abc0-bbc854afba00,e172ab1a-86df-4e46-8f29-27fa9e0ef29d",blank,blank,blank,exterior,ext_good
9112263a-4634-4d5d-a5f6-d63d1bf9971d,OC161300080,604 N LINCOLN ST,Mobile home,Occupied   ,sound,blank,-83.2430176064372,31.6006673706544,"dec6e264-52b0-4fba-b0d3-2b99ed6a9ae8,b545ce0b-3a45-4cee-a713-c30e6644b4be,cb756113-cbcc-4184-9234-2865b2b7e66b",blank,blank,blank,exterior,ext_good
85996032-1243-426f-97f8-a13ab48905e2,OC100460014,209 W HUDSON ST,NA,Occupied   ,well maintained,blank,-83.2527225092053,31.6001113804402,"c08c3212-d54a-4c30-bc0f-64b5b5904f7d,8db43199-850f-4eab-a6a2-813aa1acfe21,841df0bc-23d5-448c-8c3f-c638b82a1af8",blank,blank,blank,exterior,ext_good
0e19ed3c-81d4-49d3-906e-00e19c0c951a,OC22   0116,516 FIELDSTONE DR,"Single family home, no garage",Occupied   ,well maintained,blank,-83.2390073686838,31.600516308413,"d0a762c3-04c1-4d23-bf61-158aa60ceacf,0af65afd-34a7-4de2-b098-e185c3a47350",blank,blank,blank,exterior,ext_good
1faa15d8-8200-461a-a9a4-f9c50c7f9972,OC22   0141,517 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.23838719,31.60048694,"2781f586-f07c-40b9-b820-f5cf5d0cc45a,a0e9368e-51b6-49ab-a938-3b1874d536ae",blank,blank,blank,exterior,ext_repaint
a079d4f3-e7de-4978-9e9f-7e04efe6bf81,OC161300075,601 E NINTH STREET,Mobile home,Occupied   ,moderate rehabilitation needed,blank,-83.2431473582983,31.6029295626593,"13e2a6fb-552b-448e-a7c1-d7a12e6fa512,ede014e4-4be5-4731-b530-e38f451d6ee1",blank,blank,blank,exterior,ext_repaint
86785af0-c564-4b3b-b12f-557ebbcc6e98,OC100460017,510 N BEECH ST,"Single family home, attached garage",Occupied   ,sound,blank,-83.2520093768835,31.6003858064307,"9a1dd114-dd7f-487a-b9dd-142d6bfedfb0,c4237c6f-d2d9-4412-a0bc-6dd5da1ed302",blank,blank,blank,exterior,ext_good
e4f2f00a-fb1f-4a74-9106-656da91f2ae5,OC100450025,511 N BEECH ST,"Single family home, no garage",Occupied   ,sound,blank,-83.2512496411801,31.600441205544,"f7e7b536-01fc-40c8-b0e4-440c803e06ad,27fbf723-00a8-4c59-98e1-d6a285c6be23",blank,blank,blank,exterior,ext_good
9d4fcc6d-9294-4554-ac56-17928a3e8721,OC22   0117,512 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.2390140742064,31.6002678690333,"467601b5-1877-41f7-99f1-091c8bf6a4ae,4199be96-30e6-45ac-b9bb-54b99952f2b9",blank,blank,blank,exterior,ext_repaint
956f2757-c9ff-4606-9580-a7773629b172,OC10   0004,0 N ALDER & EIGHTH,Multifamily,Occupied   ,well maintained,blank,-83.253736384213,31.5999528926371,"1f94ac6c-20ec-4bad-88eb-9d189c3afdef,397ed65b-7593-44a8-a4c4-ae75162fd8f0,d8db3764-d289-43b6-a101-1dfae291250b",blank,blank,blank,exterior,ext_good
8289cc91-edca-4dac-8101-278f7497c755,OC22   0140,513 FIELDSTONE DR,"Single family home, no garage",Occupied   ,sound,blank,-83.23839389,31.60023863,"5814b04c-027b-4536-bf41-b786516f6e57,9bcc5483-2947-419f-aafd-424f31c81f93",blank,blank,blank,exterior,ext_good
cad5374e-912a-445f-9fee-d84c16f36287,OC221280050,519 N ROOSEVELT ST,"Single family home, detached garage",Occupied   ,sound,blank,-83.2394606620073,31.600180201186,"f7e169dc-f45d-4cd7-a72c-e6a9bfe6de53,2ac312ab-baea-4468-b17f-4c70ae8cc598",blank,blank,blank,exterior,ext_good
267e56de-2d9d-42fc-9ba1-34dc61a217ac,OC100450026,507 N BEECH ST,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2512556761503,31.6001673508431,"066d6cc0-db8b-426e-aaa1-de8d8a710f50,8240d02d-f487-4fb6-8cad-d81c6e864fa9",blank,blank,blank,exterior,ext_good
828dbc23-0eea-419d-9123-67247cc1cafd,OC161210094,514 LINCOLN ST,Mobile home,Occupied   ,minor repairs needed,blank,-83.2429653033614,31.6002213222712,"f469c041-039f-4974-b1c0-d313a1804290,7f6024e7-467e-4fae-9dda-dab15f7c3352,db037a7c-395d-48ae-9233-22d24f966a61",blank,blank,blank,exterior,ext_repaint
57e550cb-05cc-4fc0-b41e-2da8ac7bbaf6,OC100460018,506 N BEECH ST,"Single family home, detached garage",Occupied   ,well maintained,blank,-83.2520170882344,31.6001108093134,"8f7ce7f5-4a92-420c-8b8b-2953160b3d52,b4185b5f-2249-4374-bb57-16e16499d41b,6f41da36-625a-481f-b615-b7d21c638fec",blank,blank,blank,exterior,ext_good
b4fe4586-b600-49ec-ab8b-71fcb376fca8,OC22   0118,508 FIELDSTONE DR,"Single family home, attached garage", Unoccupied  ,moderate rehabilitation needed,blank,-83.2390177622438,31.6000202856818,"e2b1d766-a687-4911-b546-f96e377d4ba1,7240805c-175e-4636-a243-bb9ae67a7f26",blank,blank,blank,exterior,ext_good
84fa8614-7f34-4252-9f46-55ad5edc12f2,OC161210095,512 LINCOLN ST,"Single family home, no garage",Occupied   ,sound,blank,-83.2429736852646,31.6000551244401,"af70cd92-8128-43de-a018-d85745b4f09e,a2bd72a8-e3f8-4db0-999d-60025485d3b4",blank,blank,blank,exterior,ext_repaint
f8788010-662d-40c0-b10a-5c51b578458e,OC22   0139,509 FIELDSTONE DR,"Single family home, attached garage", Unoccupied  ,minor repairs needed,Residence was burnt,-83.2383985,31.59998837,"a7c98a50-0dd0-426a-b3ea-fd3d2c1dff50,bbf82a85-3745-47e5-b1dd-b0581f71496f",blank,blank,blank,exterior,ext_good
e36b5c8e-040e-4f50-9f89-57d4c6879b56,OC161210090,0 LINCOLN ST,Non-residential,Occupied   ,well maintained,blank,-83.2433421,31.59999124,"7e49bfd5-7f0c-4347-8302-ff5cfb342554,6b6f47ca-e356-4e74-a2e9-a05cf1b04fcd",blank,blank,blank,exterior,ext_good
f34f7052-567d-4d90-81a9-b34169f473f6,OC221230065,503 ROOSEVELT ST,"Single family home, no garage",Occupied   ,sound,blank,-83.2394180819392,31.5997310092598,"dcbd336c-c483-440b-9a4f-9fda2f212b91,38181e34-d18e-4e56-8129-9c6eeb1ea778",blank,blank,blank,exterior,ext_repaint
02b036bb-70fd-47af-a063-14a5f8a6521a,OC161210096,508 LINCOLN ST,"Single family home, no garage",Occupied   ,well maintained,blank,-83.2429803907871,31.599866937878,"40857f72-5076-425f-9a4d-80e976644798,58be8c1e-dc6c-4211-8796-5f9d404633a3",blank,blank,blank,exterior,ext_good
0288a3b7-973e-40ee-b8d9-026624419bbb,OC22   0119,504 FIELDSTONE DR,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2390227913857,31.5997661336906,"516bb052-e389-402d-8043-e4e446a9e112,2024d64a-3c44-46f9-96b6-aa8a4ff3cc2a",blank,blank,blank,exterior,ext_good
193ee1a7-6e30-4f3e-9a37-1e54dc226cb8,OC100460020,502 N BEECH ST,"Single family home, attached garage",Occupied   ,well maintained,blank,-83.2520244643092,31.5998358113842,"5060af6b-0e3c-4bee-8e0c-b5a441188e1e,45aead52-a7e5-41ff-91ac-f3b0a98e324e,18462174-d3de-4161-928d-7844437837e8",blank,blank,blank,exterior,ext_good
d557e689-3761-4322-8a98-41bc733c2969,OC100450027,505 N BEECH ST,"Single family home, no garage",Occupied   ,moderate rehabilitation needed,blank,-83.251265399158,31.5998258166363,"58ea350e-1cd0-46d9-aebe-f124fbd1895e,7354d72f-5a0c-4f75-a92e-1013fb642dcd",blank,blank,blank,exterior,ext_repaint
fc9d2af9-772e-4d3c-9b9f-2a1780da9609,OC22   0138,505 FIELDSTONE DR,"Single family home, attached garage", Unoccupied  ,moderate rehabilitation needed,blank,-83.23840595,31.59972766,"842d44e9-de86-4751-ab69-27ccfc4b5a3b,f47b38b0-d559-4813-b9c4-8c62efd1c868",blank,blank,blank,exterior,ext_repaint
fb183a0f-ad9d-49ab-a91b-6d659b93092a,OC161210084,505 N OAK ST,"Single family home, no garage",Occupied   ,sound,blank,-83.244357034564,31.5996707551239,"38b9e7ef-7494-468a-90eb-9b0cacc4d39c,903215fe-6cbf-4f8c-b47d-630a362865d8",blank,blank,blank,exterior,ext_good
800e5d0d-e105-4270-862c-88f1377e5f0c,OC161210087,510 E EIGHTH STREET,"Single family home, attached garage",Occupied   ,minor repairs needed,blank,-83.2438077,31.59950896,"7b03ae90-f53b-474f-9f65-f7d9b186706e,c938048a-bcef-47d8-b9fe-b8eb0bcea765",blank,blank,blank,exterior,ext_repaint
879b0dec-5590-4aa4-b0df-dc77d519ebe8,OC161210097,506 N LINCOLN ST,Vacant, Unoccupied  ,well maintained,blank,-83.2429837435484,31.5997075929652,"7ae46cf7-85b7-4645-8517-2c2e2d80d820,93a6c099-1a91-4d9b-9bc7-b66cd61a241e",blank,blank,blank,exterior,ext_good
